acct_id;alpha;acct_num;owner_name;last_visit_dt;last_full_insp_dt;last_insp_stat;prem_addr;bin;number;street;communitydistrict;citycouncildistrict;bbl;cent_latitude;cent_longitude;zipcode;borough;census_tract;nta
301;P;35170471;NYC DEPT OF CORRECTION;05/31/2018 00:00:00;05/31/2018 00:00:00;APPROVAL;17-19 HAZEN ST;0;17-19;HAZEN ST;;;;;;;;;
302;AA;35202134;BELLEROSE JEWIS CENTER;08/03/2015 00:00:00;08/03/2015 00:00:00;NOT APPROVAL(W/REASON);254-14 UNION TNPK;0;254-14;UNION TNPK;;;;;;;;;
303;Z;35218965;FAMOUS OF NY CONSTRUCTIO;08/17/2015 00:00:00;08/17/2015 00:00:00;APPROVAL;2239 ADAM CLAYTON BLVD;0;2239;ADAM CLAYTON BLVD;;;;;;;;;
304;AA;35235407;RIVERSIDE CTR PARCEL;09/03/2015 00:00:00;09/03/2015 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
305;RR;35238765;NYPD ESU;09/04/2015 00:00:00;09/04/2015 00:00:00;APPROVAL;90 FLOYD BENNETT FIELD;0;90;FLOYD BENNETT FIELD;;;;;;;;;
306;B;35245034;LINCOLN CTR FOR THE THE;09/03/2015 00:00:00;09/03/2015 00:00:00;APPROVAL;52-10 CENTER BLVD;0;52-10;CENTER BLVD;;;;;;;;;
307;S;35267228;WOODWORKS CONSTRUCTION;09/24/2015 00:00:00;09/24/2015 00:00:00;APPROVAL;21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
308;N;35281211;WYTHE GARDENS LLC;11/13/2015 00:00:00;11/13/2015 00:00:00;APPROVAL;23 S 10 ST;0;23;S 10 ST;;;;;;;;;
309;AA;35300045;MG RETAIL LLC;10/20/2015 00:00:00;10/20/2015 00:00:00;NOT APPROVAL(W/REASON);1029 6 AVE;0;1029;6 AVE;;;;;;;;;
310;AA;35324862;166 WEST 129 REALTY LLC;11/04/2015 00:00:00;11/04/2015 00:00:00;NOT APPROVAL(W/REASON);2175 ADAM CLAYTON BLVD;0;2175;ADAM CLAYTON BLVD;;;;;;;;;
311;AA;35369453;DORMITORY AUTHORITY OF N;12/10/2015 00:00:00;12/10/2015 00:00:00;NOT APPROVAL(W/REASON);31-40 THOMPSON AVE;0;31-40;THOMPSON AVE;;;;;;;;;
312;AA;35393933;DASNY;12/30/2015 00:00:00;12/30/2015 00:00:00;NOT APPROVAL(W/REASON);29-10 THOMPSON AVE;0;29-10;THOMPSON AVE;;;;;;;;;
313;AA;36014249;DELI;01/16/2016 00:00:00;01/16/2016 00:00:00;NOT APPROVAL(W/REASON);1 E 172 ST;0;1;E 172 ST;;;;;;;;;
314;G;36037513;J & F DELI GROCERY INC;12/22/2015 00:00:00;12/22/2015 00:00:00;APPROVAL;145-89 GUY BREWER BLVD;0;145-89;GUY BREWER BLVD;;;;;;;;;
315;B;36055556;THE ROCHDALE EARLY;12/11/2017 00:00:00;12/11/2017 00:00:00;APPROVAL;110-51 GUY BREWER BLVD;0;110-51;GUY BREWER BLVD;;;;;;;;;
316;AA;36092682;ARRIS LOFTS;03/30/2016 00:00:00;03/30/2016 00:00:00;NOT APPROVAL(W/REASON);27-28 THOMPSON AVE;0;27-28;THOMPSON AVE;;;;;;;;;
317;S;36096915;A.K.S. INTERNATIONAL;04/24/2017 00:00:00;04/24/2017 00:00:00;APPROVAL;29-10 THOMPSON AVE;0;29-10;THOMPSON AVE;;;;;;;;;
318;B;36097558;CHILD CENTER @ BEACON;09/28/2017 00:00:00;09/28/2017 00:00:00;APPROVAL;133-25 GUY BREWER BLVD;0;133-25;GUY BREWER BLVD;;;;;;;;;
319;B;36097566;HARRIMAN SUMMER CAMP,;09/28/2017 00:00:00;09/28/2017 00:00:00;APPROVAL;133-25 GUY BREWER BLVD;0;133-25;GUY BREWER BLVD;;;;;;;;;
320;AA;36103836;NYC SCHOOL CONSTRUCTION;04/08/2016 00:00:00;04/08/2016 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
321;AA;36106698;DORMITORY AUTHORITY OF N;04/13/2016 00:00:00;04/13/2016 00:00:00;NOT APPROVAL(W/REASON);31-40 THOMPSON AVE;0;31-40;THOMPSON AVE;;;;;;;;;
322;AA;36113611;TAG ARRIS RETAIL LLC;04/15/2016 00:00:00;04/15/2016 00:00:00;NOT APPROVAL(W/REASON);27-28 THOMPSON AVE;0;27-28;THOMPSON AVE;;;;;;;;;
323;A;36123156;Q+A EVENTS AND PRODUCTIO;04/25/2016 00:00:00;04/25/2016 00:00:00;APPROVAL;25 PARK AVE S;0;25;PARK AVE S;;;;;;;;;
324;AA;36125854;AT&T MOBILITY;04/27/2016 00:00:00;04/27/2016 00:00:00;NOT APPROVAL(W/REASON);257-02 UNION TNPK;0;257-02;UNION TNPK;;;;;;;;;
325;RR;36140416;FDNY;05/05/2016 00:00:00;05/05/2016 00:00:00;APPROVAL;34-11 HUNTERS POINT AVE;0;34-11;HUNTERS POINT AVE;;;;;;;;;
326;N;36141356;RIVERSIDE CNTR PARCEL 2;06/23/2016 00:00:00;06/23/2016 00:00:00;APPROVAL;21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
327;AA;36144525;RIVERSIDE CENTER PARCEL;05/12/2016 00:00:00;05/12/2016 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
328;A;36148971;J&F DELI GROCERY, INC;11/09/2016 00:00:00;11/09/2016 00:00:00;APPROVAL;145-89 GUY BREWER BLVD;0;145-89;GUY BREWER BLVD;;;;;;;;;
329;B;36176105;BASIE BEACON LEARNING CT;05/15/2018 00:00:00;05/15/2018 00:00:00;APPROVAL;133-25 GUY BREWER BLVD;0;133-25;GUY BREWER BLVD;;;;;;;;;
330;R;36182293;NYC DEPT. OF CORRECTION;05/31/2018 00:00:00;05/31/2018 00:00:00;APPROVAL;17-19 HAZEN ST;0;17-19;HAZEN ST;;;;;;;;;
331;R;36182301;NYC DEPT. OF CORRECTION;05/31/2018 00:00:00;05/31/2018 00:00:00;APPROVAL;17-19 HAZEN ST;0;17-19;HAZEN ST;;;;;;;;;
332;AA;36195832;DORMITOR SUTHORITY OF NY;06/21/2016 00:00:00;06/21/2016 00:00:00;NOT APPROVAL(W/REASON);31-40 THOMPSON AVE;0;31-40;THOMPSON AVE;;;;;;;;;
333;N;36226249;KINGSBRIDGE ASSOCIATES;11/02/2016 00:00:00;11/02/2016 00:00:00;APPROVAL;90 W 225 ST;0;90;W 225 ST;;;;;;;;;
334;AA;36254852;RIVERSIDE CNTR PARCEL;08/05/2016 00:00:00;08/05/2016 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
335;B;36300291;LINCOLN CENTER FOR THE;08/26/2016 00:00:00;08/26/2016 00:00:00;APPROVAL;52-10 CENTER BLVD;0;52-10;CENTER BLVD;;;;;;;;;
336;DV;36302479;33 NASSAU LLC;04/19/2017 00:00:00;04/19/2017 00:00:00;APPROVAL;33 NASSAU ST;0;33;NASSAU ST;;;;;;;;;
337;R;36309649;LIFESTYLE SERVICES;09/27/2016 00:00:00;09/27/2016 00:00:00;APPROVAL;21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
338;AA;36397073;RESTAURANT;12/08/2016 00:00:00;12/08/2016 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
339;G;36405314;RIVERSIDE 2;12/20/2016 00:00:00;12/20/2016 00:00:00;APPROVAL;21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
340;R;36413383;TRITON STRUCTURAL CONCRE;12/22/2016 00:00:00;12/22/2016 00:00:00;APPROVAL;47-40 CENTER BLVD;0;47-40;CENTER BLVD;;;;;;;;;
341;R;36413524;TRITON STRUCTURAL CONCRE;12/22/2016 00:00:00;12/22/2016 00:00:00;APPROVAL;47-40 CENTER BLVD;0;47-40;CENTER BLVD;;;;;;;;;
342;N;36414506;RIVERSIDE CNTR;05/16/2017 00:00:00;05/16/2017 00:00:00;APPROVAL;21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
343;B;37005956;P993Q @ MS72 DISTRICT 75;09/28/2017 00:00:00;09/28/2017 00:00:00;APPROVAL;133-25 GUY BREWER BLVD;0;133-25;GUY BREWER BLVD;;;;;;;;;
344;B;37005964;MS 332Q @ MS 72;09/28/2017 00:00:00;09/28/2017 00:00:00;APPROVAL;133-25 GUY BREWER BLVD;0;133-25;GUY BREWER BLVD;;;;;;;;;
345;N;37053303;SELK HOUSING HDFC;10/11/2017 00:00:00;10/11/2017 00:00:00;APPROVAL;2079 DOUGLAS BLVD;0;2079;DOUGLAS BLVD;;;;;;;;;
346;S;37069648;FORTHILL CONSTRUCTION;03/06/2017 00:00:00;03/06/2017 00:00:00;APPROVAL;63 FLUSHING AVE;0;63;FLUSHING AVE;;;;;;;;;
347;AA;37078862;BELLEROSE JEWISH CENTER;03/16/2017 00:00:00;03/16/2017 00:00:00;NOT APPROVAL(W/REASON);254-14 UNION TNPK;0;254-14;UNION TNPK;;;;;;;;;
348;R;37086857;GALVIN BROS, INC;03/20/2017 00:00:00;03/20/2017 00:00:00;APPROVAL;52-10 CENTER BLVD;0;52-10;CENTER BLVD;;;;;;;;;
349;T;37092749;NYCDEPT OF PARKS STRATIS;02/23/2017 00:00:00;02/23/2017 00:00:00;NOT APPROVAL(VIO);301 SHORE RD;0;301;SHORE RD;;;;;;;;;
350;AA;37148798;CELTIC HOLDINGS LLC;05/17/2017 00:00:00;05/17/2017 00:00:00;NOT APPROVAL(W/REASON);30-30 THOMPSON AVE;0;30-30;THOMPSON AVE;;;;;;;;;
351;AA;37165263;HUDSON RIVER PARK;06/01/2017 00:00:00;06/01/2017 00:00:00;NOT APPROVAL(W/REASON);1 PIER 6;0;1;PIER 6;;;;;;;;;
352;R;37171360;ASM MECHANICAL SYSTEMS;06/09/2017 00:00:00;06/09/2017 00:00:00;APPROVAL;21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
353;AA;37180635;DASNY;06/14/2017 00:00:00;06/14/2017 00:00:00;NOT APPROVAL(W/REASON);29-10 THOMPSON AVE;0;29-10;THOMPSON AVE;;;;;;;;;
354;AA;37186855;KINGSBRIDGE ASSO LLC;06/21/2017 00:00:00;06/21/2017 00:00:00;NOT APPROVAL(W/REASON);90 W 225 ST;0;90;W 225 ST;;;;;;;;;
355;N;37187622;NYC SCA;08/03/2017 00:00:00;08/03/2017 00:00:00;APPROVAL;21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
356;N;37187630;RIVERSIDE CNTR PARCEL 2;07/12/2017 00:00:00;07/12/2017 00:00:00;APPROVAL;21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
357;T;37199783;RIVERSIDE CENTER SITE 5;12/21/2017 00:00:00;12/21/2017 00:00:00;APPROVAL;627 W 59 ST;0;627;W 59 ST;;;;;;;;;
358;AA;37202611;RESTAURANT;07/03/2017 00:00:00;07/03/2017 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
359;B;37208261;NBC UNIVERSAL;06/30/2017 00:00:00;06/30/2017 00:00:00;APPROVAL;52-10 CENTER BLVD;0;52-10;CENTER BLVD;;;;;;;;;
360;B;37210614;MACY'S BRANDED;07/05/2017 00:00:00;07/05/2017 00:00:00;APPROVAL;52-10 CENTER BLVD;0;52-10;CENTER BLVD;;;;;;;;;
361;G;37227402;PS/IS 342;07/26/2017 00:00:00;07/26/2017 00:00:00;APPROVAL;21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
362;AA;37239027;RIVERSIDE CENTER PARCEL;08/02/2017 00:00:00;08/02/2017 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
363;AA;37303443;166 W 129TH REALTY LLC;10/04/2017 00:00:00;10/04/2017 00:00:00;NOT APPROVAL(W/REASON);2175 ADAM CLAYTON BLVD;0;2175;ADAM CLAYTON BLVD;;;;;;;;;
364;G;37329331;RIVERSIDE CENTER PARCEL;11/06/2017 00:00:00;10/23/2017 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
365;G;37329349;RIVERSIDE CENTER PARCEL;10/16/2017 00:00:00;10/30/2010 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
367;AA;37356375;GTJ REIT, INC;11/22/2017 00:00:00;11/22/2017 00:00:00;NOT APPROVAL(W/REASON);114-15 GUY BREWER BLVD;0;114-15;GUY BREWER BLVD;;;;;;;;;
368;AA;37380334;NYC TRANSIT;12/14/2017 00:00:00;12/14/2017 00:00:00;NOT APPROVAL(W/REASON);114-15 GUY BREWER BLVD;0;114-15;GUY BREWER BLVD;;;;;;;;;
369;AA;38001368;DASNY;01/03/2018 00:00:00;01/03/2018 00:00:00;NOT APPROVAL(W/REASON);29-10 THOMPSON AVE;0;29-10;THOMPSON AVE;;;;;;;;;
370;A;38043014;PS/IS 342;02/12/2018 00:00:00;02/12/2018 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
371;F;38085635;23 SO 10 ST CONDO;06/26/2018 00:00:00;06/26/2018 00:00:00;APPROVAL;23 S 10 ST;0;23;S 10 ST;;;;;;;;;
372;DV;38085676;23 SO 10 ST CONDO;02/28/2018 00:00:00;08/11/2015 00:00:00;NOT APPROVAL(W/REASON);23 S 10 ST;0;23;S 10 ST;;;;;;;;;
373;G;38085692;23 SO 10 ST CONDO;02/28/2018 00:00:00;12/29/2014 00:00:00;NOT APPROVAL(W/REASON);23 S 10 ST;0;23;S 10 ST;;;;;;;;;
374;A;38128153;RIVERSIDE 2(-1);04/18/2018 00:00:00;04/18/2018 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
375;N;38152336;RIVERSIDE CTR PARCEL2BIT;11/16/2018 00:00:00;11/16/2018 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
376;A;38168407;AVENUE CONTRACTING, INC.;05/14/2018 00:00:00;05/14/2018 00:00:00;APPROVAL;108-41 GUY BREWER BLVD;0;108-41;GUY BREWER BLVD;;;;;;;;;
377;B;38192829;YORK COLLEGE CUNY;05/10/2018 00:00:00;05/10/2018 00:00:00;APPROVAL;94-45 GUY BREWER BLVD;0;94-45;GUY BREWER BLVD;;;;;;;;;
378;AA;38230983;NYC DEPT OF PARKS & RECR;07/09/2018 00:00:00;07/09/2018 00:00:00;NOT APPROVAL(W/REASON);301 SHORE RD;0;301;SHORE RD;;;;;;;;;
379;AA;38324547;RIVERSIDE CNTR PARCEL 2;10/01/2018 00:00:00;10/01/2018 00:00:00;NOT APPROVAL(W/REASON);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
380;P;38333571;ESSEX MANAGEMENT;10/05/2018 00:00:00;10/05/2018 00:00:00;APPROVAL;248-04 UNION TNPK;0;248-04;UNION TNPK;;;;;;;;;
381;AA;38356051;SONG YI'S KITCHEN;10/29/2018 00:00:00;10/29/2018 00:00:00;NOT APPROVAL(W/REASON);150-29 CROSSBAY BLVD;0;150-29;CROSSBAY BLVD;;;;;;;;;
382;N;38359154;DASNY;11/27/2018 00:00:00;11/27/2018 00:00:00;APPROVAL;29-10 THOMPSON AVE;0;29-10;THOMPSON AVE;;;;;;;;;
383;B;38373478;NYC DEPT OF EDUCATION;11/07/2018 00:00:00;11/07/2018 00:00:00;NOT APPROVAL(VIO);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
384;N;38394870;RIVERSIDE CENTER PARCEL;11/13/2018 00:00:00;11/13/2018 00:00:00;NOT APPROVAL(VIO);21 WEST END AVE;0;21;WEST END AVE;;;;;;;;;
385;AA;38410221;COFFEED OF LANDING;12/19/2018 00:00:00;12/19/2018 00:00:00;NOT APPROVAL(W/REASON);52-10 CENTER BLVD;0;52-10;CENTER BLVD;;;;;;;;;
386;AA;39001979;NYC DEPT OF PARKS;01/04/2019 00:00:00;01/04/2019 00:00:00;NOT APPROVAL(W/REASON);301 SHORE RD;0;301;SHORE RD;;;;;;;;;
387;E;39003249;BROOKLYN NAVY YARD DEV.;12/19/2018 00:00:00;12/19/2018 00:00:00;APPROVAL;63 FLUSHING AVE;0;63;FLUSHING AVE;;;;;;;;;
388;B;87008421;CHURCH OF JESUS CHRIST;10/26/2018 00:00:00;10/26/2018 00:00:00;NOT APPROVAL(W/REASON);343 COURT ST;0;343;COURT ST;;;;;;;;;
389;B;87020152;ELM MGMT;01/09/2018 00:00:00;01/09/2018 00:00:00;APPROVAL;1 FAIRVIEW AVE;0;1;FAIRVIEW AVE;;;;;;;;;
390;RR;89004030;COST CUTTER FUEL CORP;02/25/2016 00:00:00;02/25/2016 00:00:00;NOT APPROVAL(VIO);1103 E GUNHILL RD;0;1103;E GUNHILL RD;;;;;;;;;
391;P;91045310;THAN CHAG;03/19/2018 00:00:00;03/19/2018 00:00:00;APPROVAL;167-20 UNION TNPK;0;167-20;UNION TNPK;;;;;;;;;
392;G;93040426;510 MANHATTAN LLC;08/06/2014 00:00:00;05/22/2014 00:00:00;NOT APPROVAL(W/REASON);96-20 94 AVE;0;96-20;94 AVE;;;;;;;;;
393;G;95015327;MTA NYC TRANSIT;07/20/2016 00:00:00;07/20/2016 00:00:00;APPROVAL;1 53 ST & 7 AVE STAT;0;1;53 ST & 7 AVE STAT;;;;;;;;;
394;G;97012272;RITE AID PHARMACY;07/06/2016 00:00:00;07/06/2016 00:00:00;APPROVAL;186-16 UNION TNPK;0;186-16;UNION TNPK;;;;;;;;;
395;N;28065001;NYC ECONOM.DEVEL. CORP;09/28/2018 00:00:00;09/28/2018 00:00:00;NOT APPROVAL(W/REASON);10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
416;S;33050782;BEDFORD CONSTRUCTION;07/21/2014 00:00:00;07/21/2014 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
422;S;33225426;GMC CONTRACTING SERV;08/26/2014 00:00:00;08/26/2014 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
424;A;34063842;D7 CONSTRUCTION LLC;05/09/2016 00:00:00;05/09/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
425;A;34106500;MSWALK 2014;04/30/2014 00:00:00;04/30/2014 00:00:00;NOT APPROVAL(W/REASON);10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
426;AA;34156844;NYC ECONOMIC DEVELOP COR;12/23/2014 00:00:00;12/23/2014 00:00:00;NOT APPROVAL(W/REASON);10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
427;A;34230839;MARK & SON METAL PRODUCT;09/02/2014 00:00:00;09/02/2014 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
428;AA;34318352;NYC ECONOMIC DEVEP CORP;12/11/2014 00:00:00;12/11/2014 00:00:00;NOT APPROVAL(W/REASON);10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
429;A;34334987;DIAMOND TECH PROPERTY;12/29/2014 00:00:00;12/29/2014 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
430;AA;35111616;NYC ECONOMIC DEV CORP;04/27/2015 00:00:00;04/27/2015 00:00:00;NOT APPROVAL(W/REASON);10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
431;A;35169192;LEADDOG MARKETING GROUP;06/24/2015 00:00:00;06/24/2015 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
432;R;35304666;IDEKO PRODUCTIONS;10/22/2015 00:00:00;10/22/2015 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
433;B;36184893;GOVERNOR'S GARDEN;06/03/2016 00:00:00;06/03/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
434;B;36205557;GOVERNORS ISLAND;05/31/2016 00:00:00;05/31/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
435;B;36226868;PINKNIC FESTIVAL LLC;07/09/2016 00:00:00;07/09/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
436;B;36235992;GOVERNORS ISLAND FERRY;06/28/2016 00:00:00;06/28/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
437;S;36250736;TIME OUT'S BATTLE OF THE;08/10/2017 00:00:00;08/10/2017 00:00:00;APPROVAL;233 WEST ST;1000003;233;WEST ST;;;;;;;MN;39;SoHo-TriBeCa-Civic Center-Little Italy
438;B;36271088;CALCIE COOPER MEDIA;08/06/2016 00:00:00;08/06/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
439;B;36276772;ARENELLA PRODUCTION LLC;08/13/2016 00:00:00;08/13/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
440;A;36279792;GOVERNORS GARDEN MGMT;08/25/2016 00:00:00;08/25/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
441;B;36280816;GOVERNORS GARDEN MNGT;08/25/2016 00:00:00;08/25/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
442;B;36332609;THURST FOR GOVERNORS ISL;09/25/2016 00:00:00;09/25/2016 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
443;B;37152196;PLAY GROUND NYC IN;08/20/2018 00:00:00;08/20/2018 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
444;B;37173945;NYC BHANGRA;05/06/2017 00:00:00;05/06/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
445;B;37186277;ARENELLA PRODUCTION LLC;06/10/2017 00:00:00;06/10/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
446;B;37193950;GOVERNORS ISLAND FERRY;05/31/2017 00:00:00;05/31/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
447;B;37198298;EPDJR NYC LLC;06/17/2017 00:00:00;06/17/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
448;B;37206992;ISLAND OYSTER LLC;07/01/2017 00:00:00;07/01/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
449;B;37214152;FULL MOON FEST LLC;07/08/2017 00:00:00;07/08/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
450;B;37236239;CALCTE COOPER MEDIA INT;07/22/2017 00:00:00;07/22/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
451;B;37242153;ISLAND OYSTERS LLC;08/01/2017 00:00:00;08/01/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
452;B;37267127;ARENELLA PRODUCTION LLC;08/26/2017 00:00:00;08/26/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
453;B;37286564;HAND MADE EVENTS LLC;09/09/2017 00:00:00;09/09/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
454;B;37290848;GOVERNOR'S ISLAND BEER;08/29/2017 00:00:00;08/29/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
455;B;37291044;GOVERNOR'S ISLAND BEER;08/24/2017 00:00:00;08/24/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
456;B;37313806;PRODJECT LLC;10/11/2017 00:00:00;10/11/2017 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
457;B;38188843;TRUST FOR GOVERNORS;05/12/2018 00:00:00;05/12/2018 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
458;B;38189221;SUMMER OPS;05/12/2018 00:00:00;05/12/2018 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
459;B;38199733;GOVERNORS ISLAND WAITING;05/31/2018 00:00:00;05/31/2018 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
460;B;38292140;BLACKSTONE USA;08/04/2018 00:00:00;08/04/2018 00:00:00;APPROVAL;10 SOUTH ST;1000003;10;SOUTH ST;101;1;1000020002;40.701047;-74.011672;10004;MN;9;Battery Park City-Lower Manhattan
