Region,Poblacion,Superficie,Fecha,Nuevos.Sintomaticos,Nuevos.Asintomaticos,Nuevos.No.Notificados,Nuevos.Confirmados,Tasa.Incidencia,Casos.Confirmados,Nuevos.Fallecidos,Casos.Fallecidos,Letalidad,Activos.Confirmados,Activos.Probables,Probables.Acumulados,Recuperados.Confirmados,Fecha.Primer.Contagiado,Periodo.Infeccioso,Pacientes.UCI,Examenes.PCR,Examenes.PCR.Acumulados,Tasa.Positividad,I.Movilidad,Residencias.Sanitarias,Cupos.Residencias.Sanitarias,Usuarios.Residencias.Sanitarias,Vacunados.Primera.Dosis,Vacunados.Segunda.Dosis,Vacunados.Tercera.Dosis,Vacunados.Cuarta.Dosis,Vacunados.Unica.Dosis
Total,19458310,755839,2021-05-27,5769,1852,496,8117,"41,71482518",1352723,185,28809,"2,129704308",40510,12548,258401,1282561,2020-03-03,451,3014,70276,14468468,"11,5501736",0,197,14034,7944,10380358,7941172,0,0,0
Arica y Parinacota,252110,16873,2021-05-26,43,14,0,57,"22,60917853",22337,0,429,"1,920580203",633,166,2624,21260,2020-03-19,434,30,930,295385,"6,129032258",0,14,841,512,115339,86717,0,0,0
Tarapaca,382773,42225,2021-05-26,42,1,0,43,"11,23381221",36330,0,660,"1,816680429",490,310,8243,35167,2020-03-23,430,51,945,368919,"4,55026455",0,8,597,398,176167,135895,0,0,0
Antofagasta,691854,126049,2021-05-26,76,8,4,88,"12,71944659",52455,0,1023,"1,950243065",982,163,5145,50398,2020-03-14,439,91,1366,784494,"6,442166911",0,10,816,394,331216,244860,0,0,0
Atacama,314709,75176,2021-05-26,65,71,0,136,"43,21452516",20812,0,226,"1,085911974",860,76,1012,19736,2020-03-14,439,23,627,275088,"21,69059011",0,4,284,126,158954,119667,0,0,0
Coquimbo,836096,40579,2021-05-26,113,15,4,132,"15,78766075",36543,0,676,"1,849875489",1203,326,6155,34645,2020-03-19,434,89,1131,452047,"11,67108753",0,8,597,385,431105,331546,0,0,0
Valparaiso,1960170,16396,2021-05-26,329,26,26,381,"19,43708964",95942,1,2517,"2,623460007",2602,970,37486,90755,2020-03-16,437,223,2581,1171591,"14,76172026",0,10,1260,508,1121273,894261,0,0,0
Metropolitana,8125072,15403,2021-05-26,2012,252,179,2443,"30,06742586",558744,37,15210,"2,722176882",16484,5735,110255,526540,2020-03-04,449,1792,13092,5384093,"18,66025053",0,23,3372,1828,4078077,3097832,0,0,0
OHiggins,991063,16387,2021-05-26,227,40,3,270,"27,24347494",55312,0,1131,"2,044764246",2051,459,11306,52122,2020-03-19,434,135,1183,557626,"22,82333052",0,11,561,290,567012,429834,0,0,0
Maule,1131939,30296,2021-05-26,272,40,1,313,"27,65166674",82167,1,1339,"1,629607993",2932,541,7598,77858,2020-03-03,450,106,1159,767995,"27,00603969",0,22,1119,683,630998,483419,0,0,0
Nuble,511551,13178,2021-05-26,84,3,0,87,"17,00710193",29324,0,485,"1,653935343",854,313,8433,27977,2020-03-12,441,54,567,337370,"15,34391534",0,10,353,229,308299,247971,0,0,0
Biobio,1663696,23890,2021-05-26,317,58,9,384,"23,08113982",127396,0,2040,"1,601306163",3142,1091,27475,122159,2020-03-09,444,182,3431,1548869,"11,19207228",0,23,1562,1128,897075,719979,0,0,0
Araucania,1014343,31842,2021-05-26,199,48,8,255,"25,13942522",80815,0,1016,"1,257192353",2025,585,9375,77743,2020-03-16,437,101,1154,617599,"22,09705373",0,13,860,543,542818,429177,0,0,0
Los Rios,405835,18429,2021-05-26,117,74,0,191,"47,06346175",37828,0,427,"1,128793486",1155,218,4134,36251,2020-03-16,437,24,804,332734,"23,75621891",0,10,569,218,220408,177712,0,0,0
Los Lagos,891440,48583,2021-05-26,211,62,10,283,"31,74638787",75477,0,1017,"1,347430343",1846,552,12700,72597,2020-03-07,446,82,2434,1171913,"11,62695152",0,12,625,301,467049,369472,0,0,0
Aysen,107297,108494,2021-05-26,40,28,0,68,"63,37549046",5554,0,33,"0,5941663666",454,109,1198,5069,2020-03-14,439,10,483,107934,"14,07867495",0,5,121,61,57218,43805,0,0,0
Magallanes,178362,132033,2021-05-26,35,8,2,45,"25,22958926",27528,0,395,"1,434902645",432,114,2941,26688,2020-03-17,436,30,502,224535,"8,964143426",0,14,500,128,110349,92666,0,0,0
Total,19458310,755839,2021-05-26,4182,748,246,5176,"26,60046016",1344618,39,28624,"2,128783045",38145,11728,256081,1277019,2020-03-03,450,3023,32389,14398192,"15,9807342",0,197,14037,7732,10213357,7904813,0,0,0
Arica y Parinacota,252110,16873,2021-05-25,32,29,1,62,"24,59243981",22279,0,429,"1,925580143",644,173,2612,21191,2020-03-19,433,31,710,294455,"8,732394366",0,14,841,515,113274,86069,0,0,0
Tarapaca,382773,42225,2021-05-25,46,9,0,55,"14,36882957",36287,0,660,"1,818833191",530,278,8171,35084,2020-03-23,429,52,1108,367974,"4,963898917",0,8,574,368,173160,134269,0,0,0
Antofagasta,691854,126049,2021-05-25,78,29,3,110,"15,89930824",52367,0,1023,"1,953520347",1067,129,5089,50225,2020-03-14,438,93,4497,783128,"2,446075161",0,10,816,361,325357,243773,0,0,0
Atacama,314709,75176,2021-05-25,75,56,0,131,"41,62575586",20676,0,226,"1,093054749",838,69,998,19622,2020-03-14,438,23,714,274461,"18,34733894",0,4,284,141,155723,118537,0,0,0
Coquimbo,836096,40579,2021-05-25,104,31,5,140,"16,74448867",36411,2,676,"1,856581802",1263,253,6055,34453,2020-03-19,433,92,1326,450916,"10,55806938",0,8,597,397,423067,328715,0,0,0
Valparaiso,1960170,16396,2021-05-25,231,24,26,281,"14,33549131",95527,0,2516,"2,633810336",2653,908,37253,90295,2020-03-16,436,211,2036,1169010,"13,80157171",0,10,1260,535,1103650,888645,0,0,0
Metropolitana,8125072,15403,2021-05-25,1440,242,178,1860,"22,89210483",556318,32,15173,"2,72739692",16770,5197,108970,523867,2020-03-04,448,1805,10706,5371001,"17,37343546",0,23,3372,1898,4001844,3078617,0,0,0
OHiggins,991063,16387,2021-05-25,178,24,1,203,"20,48305708",55043,0,1131,"2,05475719",2116,406,11202,51788,2020-03-19,433,128,1078,556443,"18,83116883",0,11,561,296,557656,427905,0,0,0
Maule,1131939,30296,2021-05-25,250,57,3,310,"27,38663479",81850,0,1338,"1,634697618",3037,467,7465,77436,2020-03-03,449,109,1755,766836,"17,66381766",0,22,1067,662,619024,481021,0,0,0
Nuble,511551,13178,2021-05-25,95,16,0,111,"21,69871626",29237,0,485,"1,658856928",919,231,8327,27825,2020-03-12,440,53,760,336803,"14,60526316",0,10,353,243,304016,246689,0,0,0
Biobio,1663696,23890,2021-05-25,287,61,6,354,"21,27792577",127015,0,2040,"1,606109515",3266,949,27226,121654,2020-03-09,443,184,3912,1545438,"9,049079755",0,23,1562,1200,882782,715810,0,0,0
Araucania,1014343,31842,2021-05-25,131,53,1,185,"18,23840654",80557,1,1016,"1,261218764",2147,533,9259,77363,2020-03-16,436,100,913,616445,"20,26286966",0,13,860,539,533419,426770,0,0,0
Los Rios,405835,18429,2021-05-25,84,16,5,105,"25,87258369",37634,0,427,"1,134612319",1180,177,4082,36032,2020-03-16,436,24,712,331930,"14,74719101",0,10,569,225,216758,177026,0,0,0
Los Lagos,891440,48583,2021-05-25,120,66,4,190,"21,31382931",75194,2,1017,"1,352501529",1895,487,12598,72265,2020-03-07,445,82,2159,1169479,"8,800370542",0,12,625,298,458043,367333,0,0,0
Aysen,107297,108494,2021-05-25,26,6,0,32,"29,82376022",5486,0,33,"0,6015311703",449,107,1181,5006,2020-03-14,438,9,339,107451,"9,439528024",0,5,121,64,55944,43351,0,0,0
Magallanes,178362,132033,2021-05-25,42,14,3,59,"33,07879481",27486,0,395,"1,437095248",469,102,2913,26609,2020-03-17,435,30,813,224033,"7,257072571",0,13,459,136,108922,91849,0,0,0
Total,19458310,755839,2021-05-25,3219,733,236,4188,"21,52293801",1339421,37,28585,"2,134131091",39243,10466,253402,1270769,2020-03-03,449,3026,33538,14365803,"12,48732781",0,196,13921,7878,10032639,7856379,0,0,0
Arica y Parinacota,252110,16873,2021-05-24,36,32,0,68,"26,97235334",22212,0,429,"1,931388439",652,176,2599,21116,2020-03-19,432,29,1189,293745,"5,719091674",0,14,841,522,110838,85247,0,0,0
Tarapaca,382773,42225,2021-05-24,61,11,0,72,"18,81010416",36233,0,660,"1,821543896",581,279,8150,34979,2020-03-23,428,54,1380,366866,"5,217391304",0,8,574,413,169875,132627,0,0,0
Antofagasta,691854,126049,2021-05-24,93,53,3,149,"21,5363357",52258,0,1023,"1,957595009",1098,134,5079,50085,2020-03-14,437,92,3914,778631,"3,806847215",0,10,816,361,317547,242073,0,0,0
Atacama,314709,75176,2021-05-24,64,42,2,108,"34,31741704",20545,0,226,"1,100024337",805,74,996,19524,2020-03-14,437,23,1470,273747,"7,346938776",0,4,284,164,152137,117112,0,0,0
Coquimbo,836096,40579,2021-05-24,128,60,11,199,"23,80109461",36271,0,674,"1,858233851",1316,279,6046,34261,2020-03-19,432,92,1879,449590,"10,59073976",0,8,597,374,413889,325953,0,0,0
Valparaiso,1960170,16396,2021-05-24,274,48,21,343,"17,49848227",95251,0,2516,"2,641442085",2805,1001,37200,89868,2020-03-16,435,211,3557,1166974,"9,642957548",0,10,1260,562,1085536,882163,0,0,0
Metropolitana,8125072,15403,2021-05-24,1740,353,264,2357,"29,00897371",554477,30,15141,"2,730681345",17369,5568,108628,521467,2020-03-04,447,1832,15558,5360295,"15,14976218",0,23,3372,1896,3924422,3056545,0,0,0
OHiggins,991063,16387,2021-05-24,206,33,4,243,"24,51912744",54842,0,1131,"2,062288027",2209,443,11170,51494,2020-03-19,432,128,1197,555365,"20,30075188",0,11,561,294,547178,425217,0,0,0
Maule,1131939,30296,2021-05-24,343,94,1,438,"38,69466464",81541,0,1338,"1,640892312",3131,522,7461,77033,2020-03-03,448,109,2904,765081,"15,08264463",0,22,1067,652,606453,478188,0,0,0
Nuble,511551,13178,2021-05-24,77,7,0,84,"16,42065014",29126,0,485,"1,665178878",917,233,8312,27716,2020-03-12,439,51,473,336043,"17,7589852",0,10,353,251,299284,245450,0,0,0
Biobio,1663696,23890,2021-05-24,360,71,5,436,"26,20671084",126662,0,2040,"1,610585653",3400,1017,27186,121167,2020-03-09,442,178,4222,1541526,"10,32685931",0,23,1562,1254,867940,711456,0,0,0
Araucania,1014343,31842,2021-05-24,253,77,22,352,"34,70226541",80373,0,1015,"1,262861906",2312,562,9218,77014,2020-03-16,435,99,1981,615532,"17,76880363",0,13,860,522,523827,423470,0,0,0
Los Rios,405835,18429,2021-05-24,82,37,9,128,"31,53991154",37530,0,427,"1,137756461",1219,197,4083,35889,2020-03-16,435,25,717,331218,"17,85216179",0,10,569,258,212574,176107,0,0,0
Los Lagos,891440,48583,2021-05-24,129,83,28,240,"26,92273176",75005,0,1015,"1,353243117",1976,497,12550,71997,2020-03-07,444,79,2244,1167320,"10,69518717",0,12,625,301,449225,363760,0,0,0
Aysen,107297,108494,2021-05-24,72,41,0,113,"105,3151533",5454,0,33,"0,6050605061",483,121,1180,4940,2020-03-14,437,10,721,107112,"15,67267684",0,5,121,62,54412,42998,0,0,0
Magallanes,178362,132033,2021-05-24,34,5,5,44,"24,66893172",27427,0,395,"1,440186677",507,109,2911,26512,2020-03-17,434,25,396,223220,"11,11111111",0,13,459,160,107567,91011,0,0,0
Total,19458310,755839,2021-05-24,3952,1047,375,5374,"27,61802027",1335261,30,28548,"2,138008974",40780,11212,252770,1265116,2020-03-03,448,3037,43802,14332265,"12,26884617",0,196,13921,8046,9842704,7799377,0,0,0
Arica y Parinacota,252110,16873,2021-05-23,34,62,1,97,"38,47526873",22144,5,429,"1,937319364",663,175,2581,21037,2020-03-19,431,29,1358,292556,"7,142857143",0,14,841,505,108792,84393,0,0,0
Tarapaca,382773,42225,2021-05-23,73,14,2,89,"23,25137875",36161,0,660,"1,825170764",624,259,8100,34864,2020-03-23,427,51,1699,365486,"5,238375515",0,8,575,422,166741,130841,0,0,0
Antofagasta,691854,126049,2021-05-23,93,61,5,159,"22,98172736",52109,5,1023,"1,963192539",1096,160,5092,49938,2020-03-14,436,91,3392,774717,"4,6875",0,10,816,378,310475,240235,0,0,0
Atacama,314709,75176,2021-05-23,36,26,0,62,"19,70073941",20437,1,226,"1,105837452",788,82,993,19433,2020-03-14,436,24,1118,272277,"5,545617174",0,4,280,164,149084,115973,0,0,0
Coquimbo,836096,40579,2021-05-23,170,47,21,238,"28,46563074",36074,4,674,"1,86838166",1311,299,6035,34069,2020-03-19,431,94,2755,447711,"8,638838475",0,8,597,410,406733,322588,0,0,0
Valparaiso,1960170,16396,2021-05-23,291,99,59,449,"22,90617651",94909,9,2516,"2,650960394",2915,1112,37134,89416,2020-03-16,434,214,5070,1163417,"8,856015779",0,10,1260,562,1068327,874382,0,0,0
Metropolitana,8125072,15403,2021-05-23,1885,651,399,2935,"36,12275682",552133,65,15111,"2,73684058",17556,5960,108166,518971,2020-03-04,446,1788,22173,5344737,"13,23681956",0,23,3372,1957,3849758,3033295,0,0,0
OHiggins,991063,16387,2021-05-23,202,97,12,311,"31,38044706",54599,2,1131,"2,07146651",2250,465,11148,51210,2020-03-19,431,121,3155,554168,"9,857369255",0,11,561,324,537368,422562,0,0,0
Maule,1131939,30296,2021-05-23,333,154,2,489,"43,20020779",81106,8,1338,"1,649692994",3146,548,7419,76584,2020-03-03,447,107,4689,762177,"10,42866283",0,22,1067,639,595575,475115,0,0,0
Nuble,511551,13178,2021-05-23,152,38,0,190,"37,14194675",29044,4,485,"1,669880182",994,251,8294,27557,2020-03-12,438,50,1562,335570,"12,16389245",0,10,353,238,294702,243877,0,0,0
Biobio,1663696,23890,2021-05-23,394,113,8,515,"30,9551745",126229,7,2040,"1,616110403",3576,1136,27156,120558,2020-03-09,441,175,6689,1537304,"7,699207654",0,23,1562,1270,854632,706146,0,0,0
Araucania,1014343,31842,2021-05-23,234,102,13,349,"34,40650746",80020,7,1015,"1,268432892",2366,635,9230,76608,2020-03-16,434,96,3116,613551,"11,20025674",0,13,860,558,515193,419595,0,0,0
Los Rios,405835,18429,2021-05-23,90,63,2,155,"38,19286163",37405,7,427,"1,141558615",1244,209,4076,35739,2020-03-16,434,23,1846,330501,"8,396533044",0,10,569,261,209254,175137,0,0,0
Los Lagos,891440,48583,2021-05-23,210,114,35,359,"40,27191959",74766,8,1015,"1,357568948",2040,508,12508,71694,2020-03-07,443,80,5197,1165076,"6,907831441",0,12,625,317,441312,360813,0,0,0
Aysen,107297,108494,2021-05-23,15,19,0,34,"31,68774523",5346,0,33,"0,6172839506",421,146,1193,4894,2020-03-14,436,10,392,106391,"8,673469388",0,5,121,61,52888,42592,0,0,0
Magallanes,178362,132033,2021-05-23,61,19,8,88,"49,33786345",27382,0,395,"1,442553502",520,114,2898,26454,2020-03-17,433,27,1128,222824,"7,80141844",0,13,459,171,105948,90599,0,0,0
Total,19458310,755839,2021-05-23,4273,1679,567,6519,"33,50239563",1329918,132,28518,"2,144342734",41510,12059,252024,1259080,2020-03-03,447,2980,65339,14288463,"9,977195855",0,196,13918,8237,9666782,7738143,0,0,0
Arica y Parinacota,252110,16873,2021-05-22,55,44,1,100,"39,6652255",22047,1,424,"1,923164149",726,182,2570,20881,2020-03-19,430,30,1611,291198,"6,207324643",0,14,841,499,108792,84391,0,0,0
Tarapaca,382773,42225,2021-05-22,60,18,9,87,"22,72887586",36072,4,660,"1,829673985",637,295,8104,34764,2020-03-23,426,49,1325,363787,"6,566037736",0,8,578,453,166626,130816,0,0,0
Antofagasta,691854,126049,2021-05-22,92,74,8,174,"25,14981485",51950,3,1018,"1,959576516",1087,159,5069,49794,2020-03-14,435,92,2159,771325,"8,059286707",0,10,816,398,310271,240201,0,0,0
Atacama,314709,75176,2021-05-22,65,46,8,119,"37,81270952",20375,1,225,"1,104294479",816,80,985,19344,2020-03-14,435,25,1454,271159,"8,18431912",0,4,284,186,149084,115973,0,0,0
Coquimbo,836096,40579,2021-05-22,181,57,17,255,"30,49889008",35836,5,670,"1,869628307",1236,343,6047,33912,2020-03-19,430,94,2726,444956,"9,354365371",0,8,597,382,406728,322585,0,0,0
Valparaiso,1960170,16396,2021-05-22,361,103,51,515,"26,2732314",94461,6,2507,"2,654005357",2908,1251,37109,88985,2020-03-16,433,219,5865,1158347,"8,780903666",0,10,1260,531,1068243,874357,0,0,0
Metropolitana,8125072,15403,2021-05-22,2273,777,389,3439,"42,32577877",549229,37,15046,"2,739476612",17285,6443,107844,516410,2020-03-04,445,1772,26010,5322564,"13,22183775",0,23,3372,2023,3848479,3033070,0,0,0
OHiggins,991063,16387,2021-05-22,309,115,9,433,"43,69046166",54285,2,1129,"2,079764207",2260,516,11136,50888,2020-03-19,430,122,3555,551013,"12,18002813",0,11,561,315,537368,422562,0,0,0
Maule,1131939,30296,2021-05-22,375,144,1,520,"45,93887126",80618,11,1330,"1,649755638",3134,599,7407,76116,2020-03-03,446,103,4946,757488,"10,5135463",0,22,1067,661,594408,474999,0,0,0
Nuble,511551,13178,2021-05-22,116,20,0,136,"26,58581451",28855,0,481,"1,666955467",963,298,8304,27404,2020-03-12,437,50,1932,334008,"7,039337474",0,10,353,241,294538,243871,0,0,0
Biobio,1663696,23890,2021-05-22,474,120,11,605,"36,36481665",125716,13,2033,"1,617137039",3579,1244,27155,120050,2020-03-09,440,178,6760,1530615,"8,949704142",0,23,1562,1248,853999,706009,0,0,0
Araucania,1014343,31842,2021-05-22,244,89,9,342,"33,71640559",79646,6,1008,"1,265600281",2403,691,9207,76205,2020-03-16,433,97,2892,610435,"11,82572614",0,13,860,532,515189,419581,0,0,0
Los Rios,405835,18429,2021-05-22,137,100,5,242,"59,63014526",37251,2,420,"1,12748651",1255,236,4071,35581,2020-03-16,433,22,2097,328655,"11,54029566",0,10,569,273,209212,175134,0,0,0
Los Lagos,891440,48583,2021-05-22,266,118,13,397,"44,53468545",74409,4,1007,"1,353330914",2009,546,12502,71374,2020-03-07,442,83,5345,1159879,"7,427502339",0,12,625,331,441312,360813,0,0,0
Aysen,107297,108494,2021-05-22,42,34,0,76,"70,83143052",5314,0,33,"0,6210011291",434,138,1181,4849,2020-03-14,435,10,704,105999,"10,79545455",0,5,121,56,52888,42592,0,0,0
Magallanes,178362,132033,2021-05-22,54,14,6,74,"41,4886579",27295,1,395,"1,447151493",529,149,2923,26359,2020-03-17,432,28,1020,221696,"7,254901961",0,13,459,177,105948,90599,0,0,0
Total,19458310,755839,2021-05-22,5104,1873,537,7514,"38,61589213",1323413,96,28386,"2,144908657",41261,13170,251615,1252970,2020-03-03,446,2974,70401,14223124,"10,67314385",0,196,13925,8306,9663085,7737553,0,0,0
Arica y Parinacota,252110,16873,2021-05-21,76,56,0,132,"52,35809766",21946,1,423,"1,927458307",737,185,2566,20770,2020-03-19,429,29,1211,289587,"10,90008258",0,14,841,448,107987,84235,0,0,0
Tarapaca,382773,42225,2021-05-21,68,30,1,99,"25,86389322",35985,2,656,"1,822981798",676,314,8086,34642,2020-03-23,425,48,1272,362462,"7,783018868",0,8,600,484,165929,130506,0,0,0
Antofagasta,691854,126049,2021-05-21,121,70,6,197,"28,47421566",51776,4,1015,"1,960367738",1102,169,5060,49607,2020-03-14,434,90,2762,769166,"7,132512672",0,10,816,400,309242,239898,0,0,0
Atacama,314709,75176,2021-05-21,79,63,4,146,"46,39206378",20256,0,224,"1,105845182",833,82,980,19209,2020-03-14,434,25,1389,269705,"10,51115911",0,4,282,183,148785,115949,0,0,0
Coquimbo,836096,40579,2021-05-21,172,63,10,245,"29,30285517",35581,1,665,"1,868975015",1219,334,5997,33679,2020-03-19,429,95,2955,442230,"8,291032149",0,8,597,374,406509,322529,0,0,0
Valparaiso,1960170,16396,2021-05-21,346,128,70,544,"27,75269492",93947,14,2501,"2,662139291",2899,1196,36884,88486,2020-03-16,432,224,6531,1152482,"8,329505436",0,10,1260,525,1065857,873904,0,0,0
Metropolitana,8125072,15403,2021-05-21,2131,668,365,3164,"38,94119338",545797,63,15009,"2,749923506",16809,6450,106985,513500,2020-03-04,444,1796,23935,5296554,"13,21913516",0,23,3372,2037,3834921,3029354,0,0,0
OHiggins,991063,16387,2021-05-21,322,109,4,435,"43,89226517",53853,6,1127,"2,092733924",2199,539,11074,50519,2020-03-19,429,125,3078,547458,"14,13255361",0,11,561,311,536869,422532,0,0,0
Maule,1131939,30296,2021-05-21,347,193,7,547,"48,32415881",80103,7,1319,"1,646629964",3176,598,7331,75570,2020-03-03,445,101,4081,752542,"13,40357755",0,22,1067,630,592837,474838,0,0,0
Nuble,511551,13178,2021-05-21,157,36,0,193,"37,72839854",28720,0,481,"1,674791086",972,300,8272,27262,2020-03-12,436,49,1518,332076,"12,7140975",0,10,353,256,294150,243807,0,0,0
Biobio,1663696,23890,2021-05-21,500,129,8,637,"38,28824497",125112,12,2020,"1,61455336",3563,1237,26970,119474,2020-03-09,439,174,7436,1523855,"8,566433566",0,23,1562,1248,851239,705454,0,0,0
Araucania,1014343,31842,2021-05-21,331,116,17,464,"45,74389531",79298,5,1002,"1,263587985",2556,648,9070,75710,2020-03-16,432,93,3136,607543,"14,79591837",0,13,860,511,513791,419276,0,0,0
Los Rios,405835,18429,2021-05-21,139,95,4,238,"58,64452302",37014,2,418,"1,129302426",1210,213,4031,35391,2020-03-16,432,18,2003,326558,"11,88217673",0,10,569,260,208435,175035,0,0,0
Los Lagos,891440,48583,2021-05-21,229,140,16,385,"43,18854886",74013,2,1003,"1,355167335",1936,556,12452,71056,2020-03-07,441,82,5179,1154534,"7,433867542",0,12,625,309,441197,360803,0,0,0
Aysen,107297,108494,2021-05-21,41,26,1,68,"63,37549046",5237,0,33,"0,6301317548",411,111,1132,4795,2020-03-14,434,9,614,105295,"11,07491857",0,5,121,53,52468,42545,0,0,0
Magallanes,178362,132033,2021-05-21,86,21,13,120,"67,2789047",27221,2,394,"1,447411925",551,133,2889,26264,2020-03-17,431,33,1058,220676,"11,34215501",0,13,459,187,105948,90598,0,0,0
Total,19458310,755839,2021-05-21,5145,1943,526,7614,"39,12981138",1315913,121,28290,"2,149838173",40849,13065,249780,1245988,2020-03-03,445,2991,68158,14152723,"11,17110244",0,196,13945,8216,9636164,7731263,0,0,0
Arica y Parinacota,252110,16873,2021-05-20,55,54,2,111,"44,0284003",21813,6,422,"1,93462614",655,197,2565,20720,2020-03-19,428,29,1708,288376,"6,49882904",0,14,841,441,107829,84193,0,0,0
Tarapaca,382773,42225,2021-05-20,93,38,5,136,"35,53019675",35888,6,654,"1,822336157",662,286,8030,34561,2020-03-23,424,48,2177,361190,"6,247129077",0,8,602,474,165831,130462,0,0,0
Antofagasta,691854,126049,2021-05-20,113,65,10,188,"27,17336317",51580,8,1011,"1,96006204",1009,175,5047,49508,2020-03-14,433,94,3804,766404,"4,942166141",0,10,816,383,308721,239760,0,0,0
Atacama,314709,75176,2021-05-20,55,57,4,116,"36,85944793",20110,6,224,"1,113873695",761,86,974,19135,2020-03-14,433,24,613,268316,"18,9233279",0,4,282,177,148785,115948,0,0,0
Coquimbo,836096,40579,2021-05-20,174,62,9,245,"29,30285517",35335,5,664,"1,879156644",1110,299,5932,33543,2020-03-19,428,94,2525,439275,"9,702970297",0,8,597,368,406492,322523,0,0,0
Valparaiso,1960170,16396,2021-05-20,437,82,76,595,"30,35451007",93405,22,2487,"2,662598362",2684,1112,36648,88170,2020-03-16,431,216,6269,1145951,"9,491146913",0,10,1260,550,1065736,873845,0,0,0
Metropolitana,8125072,15403,2021-05-20,2374,590,430,3394,"41,77193753",542636,54,14946,"2,754332554",15655,6184,106031,511536,2020-03-04,443,1768,23783,5272619,"14,27069756",0,23,3372,1996,3832166,3028615,0,0,0
OHiggins,991063,16387,2021-05-20,214,88,4,306,"30,87593826",53417,3,1121,"2,098582848",1989,533,11033,50298,2020-03-19,428,115,2425,544380,"12,6185567",0,11,561,294,534447,422470,0,0,0
Maule,1131939,30296,2021-05-20,381,114,1,496,"43,81861567",79556,12,1312,"1,649152798",2959,570,7246,75244,2020-03-03,444,99,3574,748461,"13,87800783",0,22,1045,622,592538,474818,0,0,0
Nuble,511551,13178,2021-05-20,147,33,0,180,"35,18710744",28527,3,481,"1,68612192",871,295,8242,27170,2020-03-12,435,46,1567,330558,"11,48691768",0,10,353,256,293956,243793,0,0,0
Biobio,1663696,23890,2021-05-20,533,121,12,666,"40,03135188",124478,16,2008,"1,613136458",3331,1206,26829,119083,2020-03-09,438,176,8508,1516419,"7,827926657",0,23,1562,1206,851235,705443,0,0,0
Araucania,1014343,31842,2021-05-20,288,127,4,419,"41,30752615",78835,18,997,"1,264666709",2397,622,8995,75411,2020-03-16,431,94,2348,604407,"17,84497445",0,12,760,500,512717,419084,0,0,0
Los Rios,405835,18429,2021-05-20,132,99,0,231,"56,91968411",36778,4,416,"1,13111099",1091,195,3991,35277,2020-03-16,431,18,2411,324555,"9,581086686",0,10,569,270,207791,174984,0,0,0
Los Lagos,891440,48583,2021-05-20,288,115,14,417,"46,77824643",73629,8,1001,"1,359518668",1823,506,12365,70786,2020-03-07,440,74,5453,1149355,"7,647166697",0,12,625,291,441197,360801,0,0,0
Aysen,107297,108494,2021-05-20,51,35,3,89,"82,9473331",5169,0,33,"0,6384213581",387,88,1095,4751,2020-03-14,433,9,646,104681,"13,77708978",0,5,121,53,52468,42544,0,0,0
Magallanes,178362,132033,2021-05-20,59,29,3,91,"51,01983606",27101,1,392,"1,446441091",517,125,2873,26179,2020-03-17,430,31,910,219618,10,0,13,459,165,105947,90592,0,0,0
Total,19458310,755839,2021-05-20,5394,1709,577,7680,"39,46899808",1308311,172,28169,"2,153081339",37901,12479,247897,1241426,2020-03-03,444,2935,68721,14084565,"11,17562317",0,195,13825,8046,9627856,7729875,0,0,0
Arica y Parinacota,252110,16873,2021-05-19,24,22,1,47,"18,64265598",21703,0,416,"1,916785698",604,176,2535,20667,2020-03-19,427,29,993,286668,"4,733131923",0,14,841,437,106293,83445,0,0,0
Tarapaca,382773,42225,2021-05-19,86,2,2,90,"23,5126302",35751,0,648,"1,812536712",625,301,8011,34469,2020-03-23,423,49,1287,359013,"6,993006993",0,8,596,454,164311,128515,0,0,0
Antofagasta,691854,126049,2021-05-19,94,17,3,114,"16,4774649",51392,0,1003,"1,951665629",948,155,5003,49389,2020-03-14,432,93,1366,762600,"8,345534407",0,10,816,349,304193,237856,0,0,0
Atacama,314709,75176,2021-05-19,62,51,1,114,"36,22394021",19994,0,218,"1,090327098",726,72,952,19060,2020-03-14,432,24,520,267703,"21,92307692",0,4,282,180,146939,114677,0,0,0
Coquimbo,836096,40579,2021-05-19,81,16,0,97,"11,60153858",35090,0,659,"1,878027928",999,243,5846,33415,2020-03-19,427,97,891,436750,"10,88664422",0,8,597,381,400878,319600,0,0,0
Valparaiso,1960170,16396,2021-05-19,268,23,11,302,"15,40682696",92813,0,2465,"2,655877948",2456,1009,36398,87834,2020-03-16,430,226,2265,1139682,"13,33333333",0,10,1260,561,1054284,866494,0,0,0
Metropolitana,8125072,15403,2021-05-19,1785,266,182,2233,"27,48283338",539242,31,14892,"2,761654322",14572,5627,104867,509315,2020-03-04,442,1783,13305,5248836,"16,78316422",0,23,3372,1899,3780103,3002730,0,0,0
OHiggins,991063,16387,2021-05-19,267,49,5,321,"32,38946465",53111,0,1118,"2,105025324",1890,450,10906,50096,2020-03-19,427,114,1360,541955,"23,60294118",0,11,561,267,523613,418595,0,0,0
Maule,1131939,30296,2021-05-19,253,50,0,303,"26,76822691",79063,0,1300,"1,644258376",2820,537,7166,74905,2020-03-03,443,100,1097,744887,"27,62078396",0,22,1045,596,583882,471146,0,0,0
